,Listas
85727,1
85728,1
85729,0
85730,1
85731,0
85732,1
85733,1
85734,0
85735,1
85736,1
85737,1
85738,0
85739,1
85740,0
85741,1
85742,1
85743,1
85744,1
85745,0
85746,0
85747,1
85748,1
85749,0
85750,1
85751,0
85752,1
85753,1
85754,0
85755,1
85756,1
85757,1
85758,0
85759,0
85760,0
85761,0
85762,1
85763,1
85764,1
85765,1
85766,1
85767,1
85768,1
85769,1
85770,0
85771,1
85772,0
85773,0
85774,1
85775,1
85776,1
85777,0
85778,1
85779,1
85780,1
85781,1
85782,0
85783,1
85784,1
85785,1
85786,1
85787,0
85788,0
85789,1
85790,1
85791,1
85792,1
85793,0
85794,1
85795,0
85796,1
85797,1
85798,1
85799,1
85800,0
85801,0
85802,0
85803,1
85804,1
85805,1
85806,1
85807,0
85808,0
85809,1
85810,1
85811,0
85812,1
85813,0
85814,1
85815,1
85816,1
85817,1
85818,1
85819,1
85820,1
85821,0
85822,1
85823,1
85824,1
85825,0
85826,1
85827,1
85828,1
85829,1
85830,1
85831,0
85832,1
85833,1
85834,0
85835,1
85836,1
85837,0
85838,1
85839,1
85840,1
85841,0
85842,1
85843,1
85844,0
85845,1
85846,0
85847,1
85848,1
85849,1
85850,1
85851,1
85852,1
85853,0
85854,1
85855,1
85856,1
85857,1
85858,1
85859,1
85860,1
85861,1
85862,1
85863,0
85864,1
85865,1
85866,1
85867,0
85868,1
85869,0
85870,0
85871,1
85872,0
85873,1
85874,1
85875,0
85876,0
85877,1
85878,0
85879,1
85880,0
85881,1
85882,1
85883,0
85884,1
85885,1
85886,0
85887,1
85888,1
85889,1
85890,1
85891,1
85892,1
85893,1
85894,1
85895,1
85896,1
85897,1
85898,0
85899,0
85900,1
85901,1
85902,1
85903,1
85904,1
85905,0
85906,1
85907,1
85908,1
85909,1
85910,1
85911,1
85912,1
85913,1
85914,1
85915,0
85916,1
85917,1
85918,1
85919,0
85920,1
85921,0
85922,1
85923,1
85924,1
85925,0
85926,1
85927,0
85928,0
85929,0
85930,1
85931,0
85932,1
85933,0
85934,1
85935,1
85936,1
85937,0
85938,1
85939,1
85940,1
85941,1
85942,1
85943,1
85944,1
85945,0
85946,1
85947,1
85948,1
85949,1
85950,1
85951,1
85952,0
85953,1
85954,0
85955,1
85956,0
85957,1
85958,1
85959,0
85960,1
85961,1
85962,0
85963,1
85964,1
85965,1
85966,1
85967,0
85968,0
85969,1
85970,0
85971,0
85972,1
85973,1
85974,0
85975,0
85976,1
85977,1
85978,1
85979,1
85980,0
85981,1
85982,1
85983,1
85984,0
85985,1
85986,0
85987,0
85988,1
85989,1
85990,1
85991,1
85992,1
85993,1
85994,1
85995,1
85996,0
85997,1
85998,1
85999,0
86000,0
86001,1
86002,1
86003,1
86004,1
86005,1
86006,0
86007,1
86008,1
86009,1
86010,1
86011,0
86012,0
86013,0
86014,1
86015,0
86016,0
86017,1
86018,1
86019,0
86020,1
86021,1
86022,1
86023,0
86024,1
86025,0
86026,0
86027,0
86028,0
86029,1
86030,0
86031,1
86032,1
86033,1
86034,1
86035,0
86036,1
86037,1
86038,1
86039,0
86040,1
86041,0
86042,0
86043,1
86044,1
86045,1
86046,1
86047,1
86048,0
86049,0
86050,1
86051,0
86052,1
86053,1
86054,1
86055,1
86056,1
86057,1
86058,1
86059,1
86060,0
86061,0
86062,0
86063,0
86064,1
86065,0
86066,1
86067,1
86068,0
86069,1
86070,1
86071,0
86072,0
86073,0
86074,0
86075,1
86076,0
86077,0
86078,1
86079,1
86080,0
86081,1
86082,1
86083,1
86084,0
86085,1
86086,1
86087,1
86088,1
86089,1
86090,1
86091,0
86092,0
86093,1
86094,0
86095,1
86096,1
86097,0
86098,1
86099,1
86100,0
86101,1
86102,0
86103,0
86104,0
86105,1
86106,1
86107,1
86108,1
86109,1
86110,1
86111,1
86112,0
86113,0
86114,1
86115,0
86116,1
86117,0
86118,1
86119,1
86120,1
86121,1
86122,1
86123,1
86124,1
86125,1
86126,1
86127,1
86128,1
86129,1
86130,1
86131,0
86132,1
86133,1
86134,1
86135,1
86136,0
86137,1
86138,1
86139,1
86140,1
86141,1
86142,1
86143,1
86144,0
86145,1
86146,0
86147,1
86148,0
86149,1
86150,0
86151,1
86152,1
86153,1
86154,1
86155,0
86156,0
86157,1
86158,0
86159,1
86160,1
86161,1
86162,1
86163,1
86164,1
86165,1
86166,1
86167,0
86168,0
86169,1
86170,1
86171,1
86172,0
86173,1
86174,0
86175,1
86176,1
86177,1
86178,1
86179,1
86180,0
86181,1
86182,1
86183,1
86184,1
86185,1
86186,1
86187,0
86188,1
86189,1
86190,0
86191,1
86192,1
86193,1
86194,0
86195,1
86196,1
86197,1
86198,1
86199,1
86200,1
86201,1
86202,0
86203,1
86204,1
86205,0
86206,0
86207,1
86208,1
86209,1
86210,1
86211,1
86212,1
86213,1
86214,1
86215,1
86216,1
86217,1
86218,1
86219,1
86220,1
86221,1
86222,1
86223,1
86224,0
86225,1
86226,0
86227,1
86228,1
86229,1
86230,1
86231,1
86232,0
86233,1
86234,1
86235,0
86236,1
86237,1
86238,1
86239,1
86240,1
86241,1
86242,0
86243,0
86244,1
86245,1
86246,1
86247,0
86248,1
86249,0
86250,1
86251,0
86252,1
86253,1
86254,1
86255,0
86256,1
86257,1
86258,1
86259,1
86260,1
86261,1
86262,1
86263,0
86264,1
86265,1
86266,1
86267,1
86268,0
86269,1
86270,1
86271,0
86272,1
86273,1
86274,1
86275,1
86276,1
86277,1
86278,1
86279,0
86280,1
86281,1
86282,1
86283,1
86284,1
86285,0
86286,1
86287,0
86288,1
86289,1
86290,1
86291,1
86292,1
86293,1
86294,1
86295,1
86296,1
86297,1
86298,1
86299,1
86300,1
86301,1
86302,1
86303,1
86304,1
86305,1
86306,1
86307,1
86308,1
86309,0
86310,1
86311,0
86312,1
86313,1
86314,1
86315,1
86316,0
86317,0
86318,1
86319,1
86320,1
86321,1
86322,0
86323,1
86324,1
86325,1
86326,1
86327,1
86328,1
86329,1
86330,1
86331,1
86332,1
86333,1
86334,1
86335,1
86336,0
86337,0
86338,0
86339,1
86340,1
86341,1
86342,1
86343,0
86344,0
86345,0
86346,1
86347,1
86348,1
86349,1
86350,1
86351,0
86352,1
86353,1
86354,1
86355,1
86356,1
86357,0
86358,1
86359,1
86360,0
86361,1
86362,1
86363,1
86364,1
86365,1
86366,1
86367,0
86368,1
86369,1
86370,1
86371,0
86372,1
86373,1
86374,1
86375,0
86376,1
86377,1
86378,1
86379,1
86380,1
86381,1
86382,1
86383,0
86384,1
86385,1
86386,1
86387,1
86388,1
86389,1
86390,1
86391,1
86392,1
86393,1
86394,0
86395,1
86396,0
86397,1
86398,1
86399,1
86400,1
86401,0
86402,1
86403,1
86404,1
86405,1
86406,1
86407,0
86408,1
86409,1
86410,1
86411,1
86412,1
86413,0
86414,1
86415,1
86416,1
86417,1
86418,1
86419,1
86420,0
86421,1
86422,1
86423,1
86424,1
86425,1
86426,1
86427,0
86428,1
86429,1
86430,1
86431,0
86432,0
86433,0
86434,1
86435,0
86436,0
86437,1
86438,1
86439,0
86440,1
86441,1
86442,1
86443,1
86444,0
86445,1
86446,0
86447,1
86448,0
86449,1
86450,1
86451,0
86452,1
86453,1
86454,1
86455,1
86456,1
86457,1
86458,1
86459,0
86460,0
86461,0
86462,0
86463,1
86464,1
86465,0
86466,1
86467,0
86468,1
86469,1
86470,1
86471,1
86472,1
86473,0
86474,1
86475,1
86476,0
86477,1
86478,0
86479,1
86480,0
86481,0
86482,1
86483,0
86484,1
86485,1
86486,1
86487,1
86488,1
86489,1
86490,1
86491,0
86492,1
86493,1
86494,0
86495,1
86496,1
86497,1
86498,1
86499,0
86500,1
86501,0
86502,1
86503,1
86504,1
86505,0
86506,0
86507,0
86508,1
86509,0
86510,1
86511,1
86512,1
86513,0
86514,1
86515,0
86516,0
86517,1
86518,1
86519,0
86520,0
86521,1
86522,1
86523,1
86524,1
86525,1
86526,0
86527,1
86528,0
86529,1
86530,1
86531,1
86532,1
86533,1
86534,1
86535,1
86536,1
86537,1
86538,0
86539,0
86540,0
86541,1
86542,1
86543,1
86544,1
86545,1
86546,0
86547,1
86548,0
86549,0
86550,0
86551,1
86552,1
86553,0
86554,1
86555,1
86556,0
86557,0
86558,1
86559,1
86560,1
86561,1
86562,1
86563,1
86564,1
86565,0
86566,1
86567,0
86568,1
86569,1
86570,1
86571,1
86572,1
86573,1
86574,1
86575,1
86576,1
86577,0
86578,1
86579,1
86580,1
86581,1
86582,1
86583,0
86584,1
86585,0
86586,1
86587,0
86588,1
86589,1
86590,1
86591,1
86592,1
86593,1
86594,0
86595,1
86596,1
86597,1
86598,1
86599,1
86600,1
86601,1
86602,0
86603,0
86604,0
86605,1
86606,1
86607,0
86608,1
86609,1
86610,1
86611,1
86612,1
86613,1
86614,1
86615,1
86616,1
86617,1
86618,0
86619,1
86620,1
86621,1
86622,1
86623,1
86624,1
86625,1
86626,1
86627,0
86628,1
86629,1
86630,1
86631,0
86632,0
86633,1
86634,0
86635,1
86636,1
86637,1
86638,1
86639,0
86640,1
86641,1
86642,1
86643,1
86644,0
86645,1
86646,0
86647,1
86648,1
86649,0
86650,1
86651,1
86652,1
86653,1
86654,0
86655,1
86656,1
86657,1
86658,0
86659,0
86660,1
86661,0
86662,1
86663,0
86664,1
86665,1
86666,1
86667,1
86668,0
86669,1
86670,1
86671,1
86672,0
86673,0
86674,0
86675,1
86676,0
86677,0
86678,1
86679,1
86680,1
86681,1
86682,1
86683,0
86684,1
86685,1
86686,1
86687,1
86688,1
86689,1
86690,1
86691,1
86692,1
86693,1
86694,0
86695,1
86696,1
86697,1
86698,1
86699,1
86700,1
86701,1
86702,1
86703,1
86704,1
86705,0
86706,1
86707,1
86708,1
86709,0
86710,1
86711,1
86712,1
86713,1
86714,0
86715,0
86716,1
86717,1
86718,1
86719,0
86720,1
86721,1
86722,0
86723,1
86724,0
86725,1
86726,0
86727,1
86728,1
86729,0
86730,0
86731,1
86732,1
86733,1
86734,1
86735,1
86736,0
86737,0
86738,1
86739,1
86740,0
86741,1
86742,0
86743,1
86744,1
86745,0
86746,1
86747,0
86748,0
86749,0
86750,1
86751,1
86752,0
86753,1
86754,1
86755,1
86756,1
86757,1
86758,1
86759,1
86760,1
86761,1
86762,0
86763,1
86764,0
86765,1
86766,1
86767,0
86768,0
86769,0
86770,1
86771,0
86772,1
86773,1
86774,0
86775,0
86776,0
86777,0
86778,1
86779,0
86780,0
86781,1
86782,0
86783,1
86784,1
86785,0
86786,1
86787,0
86788,1
86789,0
86790,1
86791,0
86792,0
86793,1
86794,1
86795,1
86796,0
86797,1
86798,0
86799,0
86800,1
86801,1
86802,1
86803,0
86804,1
86805,0
86806,1
86807,1
86808,1
86809,1
86810,1
86811,0
86812,1
86813,1
86814,0
86815,1
86816,1
86817,1
86818,1
86819,0
86820,0
86821,1
86822,1
86823,0
86824,0
86825,1
86826,1
86827,1
86828,0
86829,1
86830,1
86831,0
86832,1
86833,1
86834,1
86835,1
86836,1
86837,1
86838,1
86839,1
86840,0
86841,1
86842,1
86843,1
86844,1
86845,1
86846,1
86847,1
86848,1
86849,1
86850,0
86851,0
86852,1
86853,1
86854,0
86855,1
86856,0
86857,0
86858,1
86859,0
86860,1
86861,1
86862,1
86863,1
86864,0
86865,0
86866,1
86867,1
86868,1
86869,0
86870,0
86871,1
86872,1
86873,1
86874,0
86875,0
86876,1
86877,0
86878,1
86879,1
86880,1
86881,1
86882,0
86883,1
86884,1
86885,1
86886,1
86887,1
86888,0
86889,1
86890,1
86891,1
86892,1
86893,1
86894,1
86895,0
86896,1
86897,1
86898,0
86899,1
86900,1
86901,1
86902,1
86903,1
86904,1
86905,1
86906,1
86907,0
86908,1
86909,1
86910,1
86911,0
86912,1
86913,1
86914,1
86915,0
86916,1
86917,1
86918,0
86919,1
86920,1
86921,1
86922,0
86923,1
86924,0
86925,1
86926,1
86927,1
86928,0
86929,1
86930,1
86931,0
86932,1
86933,1
86934,0
86935,0
86936,1
86937,0
86938,0
86939,0
86940,0
86941,1
86942,1
86943,1
86944,1
86945,1
86946,1
86947,0
86948,1
86949,1
86950,1
86951,0
86952,0
86953,0
86954,0
86955,1
86956,1
86957,1
86958,1
86959,1
86960,0
86961,1
86962,0
86963,1
86964,1
86965,1
86966,0
86967,0
86968,1
86969,0
86970,1
86971,1
86972,0
86973,1
86974,1
86975,1
86976,1
86977,0
86978,0
86979,1
86980,1
86981,0
86982,0
86983,1
86984,1
86985,0
86986,1
86987,1
86988,1
86989,1
86990,0
86991,0
86992,1
86993,0
86994,0
86995,1
86996,1
86997,1
86998,1
86999,0
87000,1
87001,1
87002,1
87003,1
87004,0
87005,0
87006,1
87007,1
87008,1
87009,0
87010,1
87011,1
87012,0
87013,0
87014,1
87015,1
87016,0
87017,1
87018,1
87019,0
87020,1
87021,1
87022,0
87023,1
87024,1
87025,1
87026,1
87027,1
87028,0
87029,1
87030,0
87031,0
87032,1
87033,0
87034,1
87035,1
87036,1
87037,0
87038,1
87039,0
87040,0
87041,0
87042,1
87043,1
87044,0
87045,1
87046,1
87047,1
87048,0
87049,1
87050,1
87051,1
87052,1
87053,1
87054,1
87055,0
87056,0
87057,1
87058,1
87059,1
87060,1
87061,1
87062,1
87063,1
87064,1
87065,0
87066,0
87067,1
87068,1
87069,1
87070,1
87071,1
87072,1
87073,0
87074,1
87075,1
87076,1
87077,0
87078,0
87079,1
87080,1
87081,1
87082,1
87083,1
87084,1
87085,1
87086,1
87087,1
87088,1
87089,1
87090,0
87091,1
87092,1
87093,0
87094,1
87095,1
87096,1
87097,1
87098,0
87099,0
87100,0
87101,0
87102,0
87103,0
87104,1
87105,1
87106,0
87107,0
87108,0
87109,0
87110,0
87111,1
87112,1
87113,0
87114,0
87115,1
87116,1
87117,1
87118,0
87119,1
87120,1
87121,1
87122,1
87123,1
87124,1
87125,0
87126,1
87127,1
87128,0
87129,0
87130,1
87131,1
87132,0
87133,0
87134,0
87135,1
87136,1
87137,1
87138,0
87139,0
87140,0
87141,1
87142,0
87143,1
87144,0
87145,0
87146,1
87147,0
87148,1
87149,1
87150,0
87151,1
87152,1
87153,1
87154,1
87155,1
87156,1
87157,1
87158,1
87159,0
87160,1
87161,1
87162,1
87163,0
87164,1
87165,0
87166,1
87167,1
87168,1
87169,0
87170,1
87171,0
87172,0
87173,1
87174,1
87175,1
87176,1
87177,1
87178,0
87179,1
87180,1
87181,1
87182,1
87183,0
87184,1
87185,1
87186,0
87187,0
87188,0
87189,1
87190,1
87191,1
87192,1
87193,0
87194,1
87195,0
87196,0
87197,0
87198,0
87199,1
87200,1
87201,1
87202,1
87203,1
87204,1
87205,1
87206,0
87207,1
87208,1
87209,0
87210,1
87211,0
87212,1
87213,1
87214,1
87215,1
87216,1
87217,1
87218,0
87219,1
87220,1
87221,1
87222,1
87223,1
87224,0
87225,1
87226,0
87227,1
87228,1
87229,1
87230,1
87231,1
87232,1
87233,1
87234,1
87235,0
87236,0
87237,0
87238,0
87239,1
87240,0
87241,1
87242,1
87243,1
87244,0
87245,0
87246,0
87247,1
87248,1
87249,0
87250,1
87251,1
87252,1
87253,1
87254,0
87255,1
87256,1
87257,0
87258,1
87259,0
87260,1
87261,1
87262,1
87263,1
87264,0
87265,1
87266,1
87267,1
87268,0
87269,1
87270,1
87271,1
87272,1
87273,1
87274,0
87275,0
87276,1
87277,1
87278,0
87279,1
87280,0
87281,1
87282,1
87283,0
87284,1
87285,1
87286,1
87287,1
87288,0
87289,0
87290,1
87291,1
87292,0
87293,1
87294,0
87295,1
87296,1
87297,1
87298,1
87299,1
87300,0
87301,0
87302,1
87303,1
87304,1
87305,1
87306,0
87307,1
87308,1
87309,1
87310,1
87311,1
87312,1
87313,0
87314,0
87315,0
87316,0
87317,0
87318,0
87319,1
87320,0
87321,0
87322,1
87323,1
87324,1
87325,0
87326,1
87327,0
87328,0
87329,1
87330,0
87331,1
87332,0
87333,1
87334,1
87335,0
87336,0
87337,0
87338,1
87339,1
87340,1
87341,0
87342,1
87343,1
87344,0
87345,0
87346,0
87347,1
87348,1
87349,1
87350,0
87351,1
87352,1
87353,1
87354,1
87355,1
87356,0
87357,1
87358,0
87359,1
87360,0
87361,1
87362,1
87363,0
87364,1
87365,0
87366,0
87367,0
87368,1
87369,0
87370,0
87371,1
87372,1
87373,1
87374,1
87375,1
87376,1
87377,1
87378,1
87379,1
87380,1
87381,1
87382,1
87383,1
87384,1
87385,1
87386,1
87387,0
87388,1
87389,1
87390,1
87391,0
87392,1
87393,0
87394,1
87395,1
87396,0
87397,1
87398,0
87399,1
87400,0
87401,1
87402,1
87403,1
87404,1
87405,1
87406,0
87407,0
87408,1
87409,1
87410,1
87411,1
87412,1
87413,1
87414,1
87415,1
87416,0
87417,1
87418,1
87419,1
87420,1
87421,1
87422,0
87423,1
87424,1
87425,1
87426,0
87427,0
87428,1
87429,1
87430,1
87431,0
87432,1
87433,1
87434,0
87435,1
87436,1
87437,1
87438,1
87439,1
87440,1
87441,1
87442,1
87443,1
87444,1
87445,1
87446,1
87447,0
87448,1
87449,1
87450,1
87451,1
87452,1
87453,1
87454,1
87455,0
87456,0
87457,1
87458,1
87459,0
87460,0
87461,1
87462,1
87463,1
87464,1
87465,1
87466,1
87467,1
87468,1
87469,1
87470,0
87471,1
87472,1
87473,1
87474,1
87475,0
87476,1
87477,1
87478,0
87479,1
87480,0
87481,1
87482,1
87483,0
87484,0
87485,0
87486,0
87487,1
87488,1
87489,0
87490,0
87491,1
87492,1
87493,1
87494,0
87495,1
87496,1
87497,0
87498,1
87499,1
87500,1
87501,0
87502,1
87503,0
87504,0
87505,0
87506,1
87507,1
87508,1
87509,1
87510,1
87511,0
87512,1
87513,1
87514,0
87515,1
87516,1
87517,1
87518,1
87519,1
87520,0
87521,1
87522,1
87523,0
87524,0
87525,0
87526,1
87527,0
87528,1
87529,0
87530,1
87531,1
87532,1
87533,1
87534,1
87535,0
87536,0
87537,1
87538,1
87539,0
87540,1
87541,1
87542,0
87543,1
87544,1
87545,1
87546,0
87547,1
87548,0
87549,1
87550,0
87551,1
87552,1
87553,0
87554,1
87555,1
87556,0
87557,1
87558,0
87559,1
87560,1
87561,1
87562,1
87563,1
87564,1
87565,0
87566,1
87567,0
87568,0
87569,1
87570,1
87571,1
87572,1
87573,1
87574,0
87575,1
87576,1
87577,0
87578,1
87579,0
87580,1
87581,1
87582,0
87583,1
87584,1
87585,0
87586,1
87587,0
87588,0
87589,1
87590,1
87591,1
87592,1
87593,1
87594,0
87595,1
87596,0
87597,0
87598,0
87599,1
87600,1
87601,0
87602,1
87603,0
87604,0
87605,1
87606,1
87607,0
87608,0
87609,0
87610,1
87611,1
87612,1
87613,0
87614,1
87615,1
87616,1
87617,1
87618,0
87619,0
87620,0
87621,0
87622,0
87623,1
87624,1
87625,1
87626,1
87627,0
87628,1
87629,1
87630,0
87631,1
87632,0
87633,0
87634,1
87635,1
87636,0
87637,1
87638,1
87639,0
87640,1
87641,1
87642,1
87643,0
87644,1
87645,0
87646,0
87647,0
87648,1
87649,1
87650,1
87651,1
87652,1
87653,0
87654,1
87655,0
87656,1
87657,1
87658,1
87659,1
87660,0
87661,1
87662,1
87663,1
87664,1
87665,0
87666,1
87667,1
87668,1
87669,1
87670,1
87671,0
87672,1
87673,1
87674,0
87675,1
87676,0
87677,1
87678,1
87679,1
87680,1
87681,0
87682,1
87683,1
87684,1
87685,1
87686,1
87687,1
87688,1
87689,0
87690,0
87691,1
87692,1
87693,1
87694,0
87695,0
87696,0
87697,0
87698,0
87699,0
87700,1
87701,1
87702,1
87703,0
87704,0
87705,1
87706,1
87707,1
87708,1
87709,0
87710,0
87711,0
87712,0
87713,1
87714,1
87715,1
87716,1
87717,1
87718,1
87719,0
87720,1
87721,1
87722,0
87723,1
87724,1
87725,0
87726,0
87727,0
87728,1
87729,0
87730,0
87731,1
87732,1
87733,1
87734,1
87735,1
87736,1
87737,1
87738,0
87739,1
87740,1
87741,1
87742,0
87743,1
87744,1
87745,1
87746,0
87747,1
87748,1
87749,1
87750,1
87751,1
87752,1
87753,0
87754,1
87755,0
87756,1
87757,1
87758,1
87759,1
87760,1
87761,1
87762,0
87763,0
87764,1
87765,1
87766,0
87767,1
87768,1
87769,1
87770,0
87771,1
87772,1
87773,1
87774,1
87775,0
87776,1
87777,1
87778,1
87779,0
87780,1
87781,1
87782,0
87783,1
87784,1
87785,1
87786,1
87787,1
87788,1
87789,0
87790,1
87791,1
87792,0
87793,0
87794,1
87795,1
87796,0
87797,0
87798,1
87799,0
87800,0
87801,0
87802,1
87803,0
87804,1
87805,1
87806,1
87807,1
87808,0
87809,1
87810,1
87811,1
87812,1
87813,0
87814,1
87815,1
87816,1
87817,0
87818,1
87819,1
87820,1
87821,1
87822,0
87823,1
87824,1
87825,0
87826,1
87827,0
87828,1
87829,1
87830,0
87831,1
87832,1
87833,1
87834,1
87835,1
87836,1
87837,1
87838,1
87839,1
87840,1
87841,1
87842,0
87843,0
87844,0
87845,1
87846,1
87847,1
87848,1
87849,0
87850,1
87851,0
87852,1
87853,1
87854,1
87855,1
87856,1
87857,1
87858,0
87859,0
87860,0
87861,1
87862,0
87863,1
87864,0
87865,1
87866,1
87867,1
87868,0
87869,1
87870,1
87871,1
87872,1
87873,1
87874,1
87875,1
87876,1
87877,1
87878,1
87879,1
87880,1
87881,1
87882,1
87883,0
87884,0
87885,1
87886,0
87887,0
87888,0
87889,1
87890,1
87891,1
87892,1
87893,0
87894,1
87895,1
87896,1
87897,1
87898,1
87899,1
87900,1
87901,0
87902,1
87903,1
87904,1
87905,1
87906,0
87907,1
87908,0
87909,1
87910,1
87911,1
87912,1
87913,1
87914,1
87915,0
87916,0
87917,1
87918,1
87919,0
87920,1
87921,1
87922,1
87923,1
87924,1
87925,1
87926,0
87927,1
87928,0
87929,1
87930,1
87931,1
87932,1
87933,1
87934,1
87935,1
87936,0
87937,1
87938,1
87939,1
87940,1
87941,1
87942,1
87943,1
87944,1
87945,1
87946,1
87947,1
87948,1
87949,1
87950,0
87951,1
87952,1
87953,1
87954,1
87955,0
87956,0
87957,0
87958,0
87959,1
87960,1
87961,0
87962,1
87963,1
87964,1
87965,1
87966,1
87967,1
87968,0
87969,1
87970,1
87971,0
87972,1
87973,1
87974,1
87975,1
87976,0
87977,0
87978,0
87979,1
87980,1
87981,1
87982,1
87983,1
87984,1
87985,0
87986,0
87987,1
87988,1
87989,1
87990,0
87991,1
87992,1
87993,1
87994,1
87995,1
87996,1
87997,1
87998,1
87999,0
88000,1
88001,1
88002,1
88003,1
88004,1
88005,0
88006,0
88007,1
88008,1
88009,0
88010,1
88011,0
88012,0
88013,1
88014,0
88015,0
88016,1
88017,1
88018,0
88019,1
88020,1
88021,0
88022,0
88023,1
88024,1
88025,1
88026,1
88027,1
88028,1
88029,1
88030,0
88031,0
88032,0
88033,1
88034,1
88035,0
88036,1
88037,1
88038,1
88039,1
88040,1
88041,1
88042,0
88043,0
88044,1
88045,1
88046,0
88047,1
88048,1
88049,1
88050,1
88051,1
88052,0
88053,1
88054,1
88055,1
88056,1
88057,0
88058,1
88059,0
88060,1
88061,0
88062,1
88063,1
88064,1
88065,1
88066,1
88067,1
88068,1
88069,1
88070,1
88071,1
88072,1
88073,1
88074,1
88075,1
88076,1
88077,1
88078,0
88079,1
88080,0
88081,1
88082,1
88083,1
88084,1
88085,1
88086,1
88087,0
88088,1
88089,0
88090,0
88091,1
88092,0
88093,1
88094,0
88095,1
88096,1
88097,0
88098,1
88099,1
88100,1
88101,1
88102,1
88103,1
88104,1
88105,1
88106,1
88107,0
88108,0
88109,1
88110,0
88111,1
88112,1
88113,0
88114,0
88115,1
88116,1
88117,1
88118,1
88119,1
88120,1
88121,1
88122,1
88123,0
88124,1
88125,0
88126,1
88127,1
88128,1
88129,1
88130,1
88131,0
88132,1
88133,0
88134,1
88135,1
88136,0
88137,0
88138,1
88139,1
88140,1
88141,0
88142,1
88143,1
88144,0
88145,1
88146,1
88147,1
88148,1
88149,1
88150,0
88151,1
88152,1
88153,0
88154,1
88155,1
88156,0
88157,0
88158,0
88159,1
88160,0
88161,1
88162,1
88163,1
88164,1
88165,1
88166,1
88167,0
88168,1
88169,1
88170,0
88171,1
88172,1
88173,1
88174,1
88175,1
88176,0
88177,1
88178,1
88179,1
88180,1
88181,1
88182,1
88183,1
88184,1
88185,1
88186,1
88187,1
88188,1
88189,1
88190,1
88191,1
88192,0
88193,1
88194,1
88195,1
88196,1
88197,1
88198,1
88199,0
88200,0
88201,1
88202,0
88203,1
88204,1
88205,0
88206,0
88207,1
88208,1
88209,1
88210,1
88211,0
88212,1
88213,1
88214,1
88215,0
88216,1
88217,1
88218,0
88219,0
88220,1
88221,1
88222,1
88223,1
88224,1
88225,1
88226,1
88227,1
88228,1
88229,1
88230,0
88231,0
88232,1
88233,1
88234,1
88235,1
88236,0
88237,0
88238,1
88239,1
88240,1
88241,0
88242,0
88243,1
88244,0
88245,1
88246,0
88247,0
88248,0
88249,0
88250,0
88251,1
88252,1
88253,1
88254,1
88255,0
88256,0
88257,1
88258,1
88259,1
88260,0
88261,1
88262,0
88263,0
88264,1
88265,1
88266,1
88267,1
88268,1
88269,1
88270,1
88271,1
88272,1
88273,0
88274,1
88275,1
88276,1
88277,0
88278,0
88279,1
88280,0
88281,0
88282,1
88283,0
88284,1
88285,1
88286,1
88287,1
88288,1
88289,1
88290,1
88291,0
88292,1
88293,1
88294,1
88295,0
88296,1
88297,1
88298,1
88299,1
88300,1
88301,1
88302,0
88303,0
88304,0
88305,0
88306,1
88307,1
88308,1
88309,1
88310,1
88311,1
88312,1
88313,1
88314,1
88315,0
88316,1
88317,1
88318,1
88319,1
88320,1
88321,1
88322,1
88323,1
88324,1
88325,0
88326,1
88327,0
88328,1
88329,1
88330,1
88331,1
88332,1
88333,0
88334,0
88335,0
88336,1
88337,0
88338,0
88339,1
88340,1
88341,0
88342,0
88343,1
88344,1
88345,1
88346,0
88347,1
88348,1
88349,0
88350,0
88351,1
88352,0
88353,1
88354,0
88355,1
88356,1
88357,1
88358,0
88359,1
88360,0
88361,1
88362,1
88363,1
88364,1
88365,0
88366,1
88367,1
88368,0
88369,1
88370,1
88371,1
88372,1
88373,1
88374,0
88375,1
88376,1
88377,1
88378,1
88379,0
88380,1
88381,0
88382,1
88383,0
88384,0
88385,0
88386,1
88387,1
88388,1
88389,1
88390,1
88391,0
88392,1
88393,0
88394,0
88395,1
88396,1
88397,1
88398,0
88399,1
88400,1
88401,0
88402,1
88403,0
88404,0
88405,1
88406,1
88407,1
88408,1
88409,1
88410,1
88411,0
88412,1
88413,1
88414,0
88415,1
88416,0
88417,1
88418,1
88419,1
88420,0
88421,1
88422,0
88423,0
88424,1
88425,1
88426,1
88427,0
88428,1
88429,1
88430,1
88431,0
88432,1
88433,1
88434,1
88435,0
88436,0
88437,0
88438,1
88439,1
88440,0
88441,1
88442,0
88443,0
88444,1
88445,1
88446,1
88447,1
88448,1
88449,1
88450,1
88451,0
88452,1
88453,0
88454,1
88455,0
88456,0
88457,0
88458,0
88459,1
88460,1
88461,1
88462,1
88463,1
88464,0
88465,1
88466,0
88467,1
88468,1
88469,0
88470,1
88471,1
88472,1
88473,1
88474,1
88475,0
88476,1
88477,1
88478,0
88479,1
88480,1
88481,1
88482,1
88483,1
88484,0
88485,0
88486,1
88487,1
88488,0
88489,1
88490,0
88491,1
88492,1
88493,0
88494,1
88495,1
88496,1
88497,1
88498,1
88499,0
88500,0
88501,0
88502,1
88503,1
88504,1
88505,1
88506,1
88507,1
88508,1
88509,0
88510,1
88511,1
88512,0
88513,1
88514,1
88515,1
88516,0
88517,1
88518,1
88519,1
88520,1
88521,1
88522,0
88523,1
88524,0
88525,1
