50,1,1,2,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,,
86,50,-2,0,0,"1,13",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
87,50,"2,5",3,0,"7,8",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3182",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
88,50,"-0,5",1,0,"1,83",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3146",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
89,50,"2,5",3,0,"93,91",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3222",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
90,50,"-0,5",1,0,"2,17",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3187",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
91,50,-2,0,0,"1,06",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
92,50,-2,0,0,"1,35",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3118",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
93,50,"2,5",2,0,"4,29",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3000",18,,"0,3191",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,50,"-0,5",1,0,"2,85",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3158",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
95,50,"2,5",3,0,"547,44",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3167",19,,"0,3229",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
96,50,"2,5",2,0,"5,5",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,50,-2,0,0,"1,38",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3265",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
98,50,-2,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
99,50,"-0,5",1,0,"2,76",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100,50,"-0,5",1,0,"1,62",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
101,50,"2,5",3,0,"16,49",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3333",20,,"0,3235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
102,50,-2,0,0,"1,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
103,50,"-0,5",1,0,"1,64",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3173",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
104,50,"-0,5",1,0,"1,51",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
105,50,"-0,5",1,0,"1,53",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
106,50,"2,5",2,0,"3,96",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,50,-2,0,0,"1,18",0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3667",22,,"0,3148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
108,50,"2,5",3,0,"17,51",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3500",21,,"0,3211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
109,50,"2,5",3,0,"21,63",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3667",22,,"0,3273",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
110,50,"2,5",3,0,"27,5",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
111,50,"-0,5",1,0,"1,53",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
112,50,"2,5",3,0,"29,87",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3363",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
113,50,"2,5",2,0,"5,69",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3421",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,50,"2,5",2,0,"3,92",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3478",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,50,-2,0,0,"1,35",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3448",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
116,50,"-0,5",1,0,"1,52",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3419",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
117,50,"2,5",3,0,"14,42",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
118,50,"2,5",2,0,"4,27",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3529",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,50,"2,5",2,0,"4,4",1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,50,"-0,5",1,0,"1,63",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4833",29,,"0,3554",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
121,50,"2,5",3,0,"11,24",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3607",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
122,50,"-0,5",1,0,"2,54",0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3577",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
123,50,"-0,5",1,0,"2,26",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3548",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
124,50,"2,5",3,0,"6,62",1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3600",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
125,50,"2,5",3,0,"20,44",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3651",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
126,50,"2,5",2,0,"5,61",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4833",29,,"0,3701",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,50,-2,0,0,"1,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4833",29,,"0,3672",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
128,50,-2,0,0,"1,25",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4833",29,,"0,3643",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
129,50,-2,0,0,"1,18",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3615",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
130,50,-2,0,0,"1,38",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3588",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
131,50,"-0,5",1,0,"2,28",0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4667",28,,"0,3561",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
132,50,-2,0,0,"1,11",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4500",27,,"0,3534",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
133,50,"2,5",2,0,"3,9",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3582",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,50,"-0,5",1,0,"2,99",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3556",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
135,50,-2,0,0,"1,11",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3529",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
136,50,-2,0,0,"1,14",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3504",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
137,50,-2,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3478",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
138,50,"2,5",3,0,"14,75",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3525",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
139,50,"2,5",2,0,"4,59",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3571",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,50,"-0,5",1,0,"2,53",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3546",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
141,50,-2,0,0,"1,1",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3521",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
142,50,-2,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3497",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
143,50,"-0,5",1,0,"1,56",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3472",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
144,50,-2,0,0,"1,18",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3448",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
145,50,"2,5",3,0,"14,92",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3493",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
146,50,"-0,5",1,0,"2,27",0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3469",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
147,50,-2,0,0,"1,49",0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3446",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
148,50,"2,5",3,0,"10,37",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3490",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
149,50,-2,0,0,"1,19",0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3467",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
150,50,"2,5",3,0,7,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3510",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
151,50,"2,5",2,0,"4,12",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3553",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,50,"2,5",2,0,"3,8",1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3595",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,50,"-0,5",1,0,"1,74",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3571",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
154,50,-2,0,0,"1,31",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3548",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
155,50,-2,0,0,"1,03",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3526",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
156,50,-2,0,0,"1,25",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3503",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
157,50,-2,0,0,"1,03",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3481",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
158,50,"2,5",3,0,"20,5",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3522",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
159,50,"-0,5",1,0,"1,6",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3500",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
160,50,-2,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3478",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
161,50,"-0,5",1,0,"2,61",0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3457",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
162,50,"-0,5",1,0,"1,59",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3436",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
163,50,-2,0,0,"1,33",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3415",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
164,50,"2,5",2,0,"3,05",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,3833",23,,"0,3455",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,50,"2,5",3,0,"35,4",1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4000",24,,"0,3494",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
166,50,"2,5",2,0,"3,12",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3533",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,50,"2,5",3,0,"11,84",1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3571",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
168,50,"2,5",3,0,"57,77",1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3609",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
169,50,-2,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4333",26,,"0,3588",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
170,50,-2,0,0,"1,28",0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,4167",25,,"0,3567",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
